,Date,Close Price,Fee,Purchased Price,Capital Gain,MFII,MFII_14
0,2019-02-27,85800.0,308,86108.0,0.0,BUY,16.619055368222902
1,2019-05-28,67000.0,308,86108.0,-19416.0,SELL,83.21731653962232
2,2019-11-01,122000.0,439,122439.0,0.0,BUY,16.894424348799575
