,Date,Close Price,Fee,Purchased Price,Capital Gain,BB,BB_MAVG_20,BB_atas_20,BB_bawah_20
0,2019-01-28,139000.0,500,139500.0,0.0,BUY,1388.25,1540.1800826038082,1236.3199173961918
1,2019-02-21,141500.0,650,139500.0,1350.0,SELL,1326.5,1441.8299614150637,1211.1700385849363
2,2019-02-28,131000.0,471,131471.0,0.0,BUY,1325.75,1443.4901800576172,1208.0098199423828
3,2019-03-05,140000.0,644,131471.0,7885.0,SELL,1327.0,1451.3945336419574,1202.6054663580426
4,2019-03-25,134500.0,484,134984.0,0.0,BUY,1395.75,1483.001074491951,1308.498925508049
5,2019-04-30,130500.0,600,134984.0,-5084.0,SELL,1293.75,1326.7462119037953,1260.7537880962047
6,2019-05-06,131500.0,473,131973.0,0.0,BUY,1302.75,1334.7617166050204,1270.7382833949796
7,2019-05-07,131000.0,602,131973.0,-1575.0,SELL,1303.5,1335.4530906173432,1271.5469093826568
8,2019-05-08,129500.0,466,129966.0,0.0,BUY,1303.25,1335.386427928445,1271.113572071555
9,2019-05-27,126500.0,581,129966.0,-4047.0,SELL,1263.0,1364.3607419073096,1161.6392580926904
10,2019-05-28,127000.0,457,127457.0,0.0,BUY,1261.25,1360.8429214352116,1161.6570785647884
11,2019-05-29,127000.0,584,127457.0,-1041.0,SELL,1259.5,1357.1678043164698,1161.8321956835302
12,2019-06-13,127500.0,459,127959.0,0.0,BUY,1266.5,1336.9343666117627,1196.0656333882373
13,2019-06-26,136000.0,625,127959.0,7416.0,SELL,1278.5,1342.8506021727862,1214.1493978272138
14,2019-07-09,133500.0,480,133980.0,0.0,BUY,1324.5,1465.5283659410406,1183.4716340589594
15,2019-07-10,134500.0,618,133980.0,-98.0,SELL,1327.75,1467.5167700134768,1187.9832299865232
16,2019-07-11,133500.0,480,133980.0,0.0,BUY,1330.25,1468.650686414483,1191.849313585517
17,2019-08-28,110500.0,508,133980.0,-23988.0,SELL,1085.0,1188.8749247893857,981.1250752106142
18,2019-09-24,129500.0,466,129966.0,0.0,BUY,1315.75,1555.7140598089643,1075.7859401910357
19,2019-10-18,131000.0,602,129966.0,432.0,SELL,1295.75,1351.8102354615123,1239.6897645384877
20,2019-10-30,130500.0,469,130969.0,0.0,BUY,1313.75,1391.7804427771632,1235.7195572228368
21,2019-11-06,139000.0,639,130969.0,7392.0,SELL,1328.0,1401.5119037979573,1254.4880962020427
22,2019-11-07,138500.0,498,138998.0,0.0,BUY,1334.25,1404.7677282674374,1263.7322717325626
23,2019-11-08,141500.0,650,138998.0,1852.0,SELL,1340.25,1416.5700497903408,1263.9299502096592
24,2019-11-13,133500.0,480,133980.0,0.0,BUY,1352.0,1437.2877482408821,1266.7122517591179
25,2019-12-05,146000.0,671,133980.0,11349.0,SELL,1334.5,1445.8956911195407,1223.1043088804593
