,Date,Close Price,Fee,Purchased Price,Capital Gain,BB,CCI,BB_MAVG_20
0,2019-01-28,955500.0,3439,958939.0,0.0,BUY, ,9625.5
1,2019-01-30,981500.0,4514,958939.0,18047.0, ,SELL,9674.25
2,2019-02-04,978000.0,3520,981520.0,0.0,BUY, ,9724.25
3,2019-02-05,978000.0,4498,981520.0,-8018.0,SELL, ,9739.75
4,2019-02-08,996500.0,3587,1000087.0,0.0,BUY, ,9806.25
5,2019-02-11,977500.0,4496,1000087.0,-27083.0, ,SELL,9809.5
6,2019-02-12,982000.0,3535,985535.0,0.0,BUY, ,9802.5
7,2019-02-13,985000.0,4531,985535.0,-5066.0, ,SELL,9815.75
8,2019-02-14,977500.0,3519,981019.0,0.0,BUY, ,9815.75
9,2019-02-19,986000.0,4535,981019.0,446.0, ,SELL,9815.75
10,2019-02-21,990500.0,3565,994065.0,0.0,BUY, ,9831.0
11,2019-02-22,990000.0,4554,994065.0,-8619.0, ,SELL,9835.5
12,2019-02-25,976500.0,3515,980015.0,0.0,BUY, ,9846.0
13,2019-02-26,999500.0,4597,980015.0,14888.0, ,SELL,9869.75
14,2019-02-27,980000.0,3528,983528.0,0.0,BUY, ,9869.0
15,2019-03-13,989000.0,4549,983528.0,923.0, ,SELL,9802.25
16,2019-03-15,996000.0,3585,999585.0,0.0,BUY, ,9828.0
17,2019-03-18,990000.0,4554,999585.0,-14139.0,SELL, ,9828.75
18,2019-03-20,990000.0,3564,993564.0,0.0,BUY, ,9822.75
19,2019-03-21,981500.0,4514,993564.0,-16578.0, ,SELL,9818.25
20,2019-03-25,970000.0,3492,973492.0,0.0,BUY, ,9811.5
21,2019-03-29,984000.0,4526,973492.0,5982.0, ,SELL,9799.0
22,2019-04-01,985000.0,3546,988546.0,0.0,BUY, ,9801.5
23,2019-04-02,987500.0,4542,988546.0,-5588.0,SELL, ,9808.75
24,2019-04-04,979500.0,3526,983026.0,0.0,BUY, ,9814.25
25,2019-04-15,976000.0,4489,983026.0,-11515.0, ,SELL,9795.25
26,2019-04-16,988000.0,3556,991556.0,0.0,BUY, ,9797.0
27,2019-04-17,988000.0,4544,991556.0,-8100.0,SELL, ,9796.0
28,2019-04-22,965500.0,3475,968975.0,0.0,BUY, ,9799.5
29,2019-04-23,985000.0,4531,968975.0,11494.0, ,SELL,9809.5
30,2019-04-24,973000.0,3502,976502.0,0.0,BUY, ,9808.0
31,2019-05-30,870000.0,4002,976502.0,-110504.0,SELL, ,8644.5
32,2019-05-31,890000.0,3204,893204.0,0.0,BUY, ,8643.0
33,2019-06-03,890000.0,4094,893204.0,-7298.0,SELL, ,8634.75
34,2019-06-26,896500.0,3227,899727.0,0.0,BUY, ,8965.75
35,2019-06-27,897000.0,4126,899727.0,-6853.0, ,SELL,8979.25
36,2019-07-01,900000.0,3240,903240.0,0.0,BUY, ,8989.25
37,2019-07-02,901500.0,4146,903240.0,-5886.0, ,SELL,8995.0
38,2019-07-03,898000.0,3232,901232.0,0.0,BUY, ,8999.0
39,2019-07-18,915000.0,4209,901232.0,9559.0, ,SELL,8988.75
40,2019-07-25,899000.0,3236,902236.0,0.0,BUY, ,9010.0
41,2019-08-01,911000.0,4190,902236.0,4574.0, ,SELL,8962.5
42,2019-08-02,900000.0,3240,903240.0,0.0,BUY, ,8963.0
43,2019-08-07,896500.0,4123,903240.0,-10863.0, ,SELL,8942.5
44,2019-08-08,893000.0,3214,896214.0,0.0,BUY, ,8941.0
45,2019-08-09,896500.0,4123,896214.0,-3837.0,SELL, ,8941.5
46,2019-08-12,899500.0,3238,902738.0,0.0,BUY, ,8946.75
47,2019-08-16,899500.0,4137,902738.0,-7375.0, ,SELL,8926.75
48,2019-08-19,890000.0,3204,893204.0,0.0,BUY, ,8919.0
49,2019-08-20,903500.0,4156,893204.0,6140.0,SELL, ,8915.25
50,2019-08-26,917500.0,3303,920803.0,0.0,BUY, ,8950.25
51,2019-08-27,945500.0,4349,920803.0,20348.0,SELL, ,8992.5
52,2019-09-11,932500.0,3357,935857.0,0.0,BUY, ,9331.25
53,2019-12-03,853500.0,3926,935857.0,-86283.0, ,SELL,8491.5
54,2019-12-04,840000.0,3024,843024.0,0.0,BUY, ,8477.0
55,2019-12-09,845500.0,3889,843024.0,-1413.0, ,SELL,8446.0
56,2019-12-10,843500.0,3036,846536.0,0.0,BUY, ,8435.75
57,2019-12-26,849000.0,3905,846536.0,-1441.0, ,SELL,8345.25
