,Date,Close Price,Fee,Purchased Price,Capital Gain,MFII,BB,CCI,MFII_14,BB_MAVG_20,BB_atas_20,BB_bawah_20,CCI_20
0,2019-01-28,309000.0,1112,310112.0,0.0, ,BUY,BUY,34.18365078188691,3166.0,3442.362081335338,2889.637918664662,-38.851641739728215
1,2019-01-30,350000.0,1610,310112.0,38278.0, ,SELL,SELL,46.13940130343533,3181.0,3507.429165363636,2854.570834636364,158.53069115514728
2,2019-02-25,361000.0,1299,362299.0,0.0, ,BUY,BUY,27.62513887637749,3611.0,3942.2944309824725,3279.7055690175275,-7.933955183874596
3,2019-04-02,370000.0,1702,362299.0,5999.0,SELL, ,SELL,86.11111111111111,3576.0,3694.0508365069904,3457.9491634930096,59.440945751850286
4,2019-04-22,370000.0,1332,371332.0,0.0,BUY, , ,0.0,3650.0,3823.205080756888,3476.794919243112,49.31141714793424
5,2019-04-23,370000.0,1702,371332.0,-3034.0, ,SELL,SELL,0.0,3660.0,3820.0000000000005,3499.9999999999995,46.251588310038116
6,2019-04-24,370000.0,1332,371332.0,0.0,BUY,BUY,BUY,0.0,3670.0,3812.8285685708574,3527.1714314291426,-100.32095369096787
7,2019-04-25,370000.0,1702,371332.0,-3034.0, ,SELL,SELL,0.0,3680.0,3800.000000000001,3559.999999999999,43.94353369763191
8,2019-04-26,370000.0,1332,371332.0,0.0,BUY, , ,0.0,3690.0,3777.1779788708145,3602.8220211291855,41.66666666666649
9,2019-04-30,400000.0,1840,371332.0,26828.0,SELL,SELL, ,96.9149150880835,3730.0,3910.0000000000005,3549.9999999999995,367.16107207910363
10,2019-05-24,399000.0,1436,400436.0,0.0, ,BUY,BUY,94.34408026334441,4002.0,4047.8693797647206,3956.1306202352794,-33.75527426160357
11,2019-05-27,399000.0,1835,400436.0,-3271.0,SELL, , ,94.34408026334441,4001.5,4047.662755550337,3955.337244449663,-45.016077170417994
12,2019-05-28,399000.0,1436,400436.0,0.0, ,BUY,BUY,94.34408026334441,4001.0,4047.4327470649773,3954.5672529350227,-50.55087491898896
13,2019-05-29,399000.0,1835,400436.0,-3271.0,SELL, , ,94.34408026334441,4000.5,4047.179760067937,3953.820239932063,-49.15912031047865
14,2019-05-30,399000.0,1436,400436.0,0.0, ,BUY,BUY,94.34408026334441,3995.0,4005.0000000000086,3984.9999999999914,-71.26436781609625
15,2019-05-31,392000.0,1803,400436.0,-10239.0,SELL, , ,90.9739835669699,3991.0,4025.0000000000027,3956.9999999999973,-580.9523809523829
16,2019-06-05,392000.0,1411,393411.0,0.0, ,BUY,BUY,90.9739835669699,3979.0,4038.632206063504,3919.367793936496,-166.66666666666876
17,2019-06-06,392000.0,1803,393411.0,-3214.0,SELL, , ,94.40653122980662,3975.0,4039.03124237433,3910.96875762567,-133.33333333333476
18,2019-06-07,392000.0,1411,393411.0,0.0,BUY,BUY,BUY,0.0,3971.0,4038.201190465647,3903.798809534353,-111.1111111111122
19,2019-06-27,410000.0,1886,393411.0,14703.0, ,SELL,SELL,79.65736561345918,4088.0,4666.15568837468,3509.84431162532,8.468552001236345
20,2019-07-01,400000.0,1440,401440.0,0.0, ,BUY,BUY,75.91904575674619,4101.0,4670.101045509495,3531.8989544905053,-34.50035074293727
21,2019-07-05,390000.0,1794,401440.0,-13234.0,SELL, , ,83.8103025347506,4097.0,4671.390111335493,3522.609888664507,-70.26482984210854
22,2019-07-08,390000.0,1404,391404.0,0.0, ,BUY,BUY,86.64412510566356,4096.0,4671.687415182927,3520.3125848170725,-69.65080559212586
23,2019-07-09,390000.0,1794,391404.0,-3198.0,SELL, , ,86.64412510566356,4095.0,4671.974869470067,3518.0251305299334,-69.04092471102778
24,2019-07-17,380000.0,1368,381368.0,0.0, ,BUY,BUY,66.25309740385606,3981.5,4144.873804509781,3818.126195490219,-140.24732996065208
25,2019-07-23,400000.0,1840,381368.0,16792.0, ,SELL,SELL,66.94314292127265,3959.0,4145.644046248468,3772.355953751532,41.970234759324896
26,2019-07-31,440000.0,1584,441584.0,0.0,BUY, , ,19.144145687829408,4034.0,4458.18863728299,3609.81136271701,226.36254140319195
27,2019-08-01,455000.0,2093,441584.0,11323.0, ,SELL,SELL,54.674842274237506,4066.5,4541.232556288275,3591.7674437117253,189.66806463148995
28,2019-08-22,472000.0,1699,473699.0,0.0,BUY, , ,14.268268066209117,4633.0,5028.934337990531,4237.065662009469,51.06209150326771
29,2019-08-23,472000.0,2171,473699.0,-3870.0, ,SELL,SELL,14.881052631578953,4664.0,4976.435593362856,4351.564406637144,45.96617978116286
