,Date,Close Price,Fee,Purchased Price,Capital Gain,MFII,MFII_14
0,2019-03-06,151000.0,543,151543.0,0.0,BUY,17.51916324404739
1,2019-06-18,147000.0,676,151543.0,-5219.0,SELL,81.62446209645316
2,2019-07-08,143500.0,516,144016.0,0.0,BUY,19.70927867008237
3,2019-08-22,162500.0,747,144016.0,17737.0,SELL,83.74300905783853
