,Date,Close Price,Fee,Purchased Price,Capital Gain,MFII,MFII_14
0,2019-08-29,203000.0,730,203730.0,0.0,BUY,14.874211390909565
1,2019-11-21,215000.0,989,203730.0,10281.0,SELL,84.81010670114036
