,Date,Close Price,Fee,Purchased Price,Capital Gain,MFII,BB,MFII_14
0,2019-01-18,485000.0,1746,486746.0,0.0,BUY, ,0.0
1,2019-03-05,600000.0,2760,486746.0,110494.0,SELL, ,100.0
2,2019-03-22,597500.0,2151,599651.0,0.0, ,BUY,59.65103098798153
3,2019-03-26,592500.0,2725,599651.0,-9876.0, ,SELL,38.10181367190247
4,2019-03-28,592500.0,2133,594633.0,0.0,BUY, ,18.087527389321764
5,2019-04-15,590000.0,2714,594633.0,-7347.0, ,SELL,12.201934516112345
6,2019-04-16,590000.0,2124,592124.0,0.0,BUY, ,12.201934516112345
7,2019-04-17,590000.0,2714,592124.0,-4838.0, ,SELL,12.201934516112345
8,2019-04-18,590000.0,2124,592124.0,0.0,BUY, ,12.201934516112345
9,2019-04-19,590000.0,2714,592124.0,-4838.0, ,SELL,15.554017077110743
10,2019-04-22,590000.0,2124,592124.0,0.0,BUY, ,0.0
11,2019-04-23,590000.0,2714,592124.0,-4838.0, ,SELL,0.0
12,2019-04-24,582500.0,2097,584597.0,0.0,BUY, ,0.0
13,2019-04-26,580000.0,2668,584597.0,-7265.0, ,SELL,0.0
14,2019-04-29,555000.0,1998,556998.0,0.0,BUY, ,0.0
15,2019-05-10,612500.0,2817,556998.0,52685.0, ,SELL,37.07984978905562
16,2019-05-29,595000.0,2142,597142.0,0.0,BUY, ,0.0
17,2019-05-30,595000.0,2737,597142.0,-4879.0, ,SELL,0.0
18,2019-05-31,595000.0,2142,597142.0,0.0,BUY, ,0.0
19,2019-06-03,595000.0,2737,597142.0,-4879.0, ,SELL,0.0
20,2019-06-04,595000.0,2142,597142.0,0.0,BUY, ,0.0
21,2019-06-18,602500.0,2771,597142.0,2587.0,SELL, ,83.55501813784764
22,2019-06-26,597500.0,2151,599651.0,0.0, ,BUY,61.46095717884131
23,2019-07-09,600000.0,2760,599651.0,-2411.0, ,SELL,9.649754725395354
24,2019-07-10,580000.0,2088,582088.0,0.0,BUY, ,7.413263711412242
25,2019-08-01,580000.0,2668,582088.0,-4756.0, ,SELL,63.88033802013383
26,2019-08-02,550000.0,1980,551980.0,0.0, ,BUY,63.40706659588273
27,2019-08-07,580000.0,2668,551980.0,25352.0, ,SELL,68.54771212225647
28,2019-08-09,560000.0,2016,562016.0,0.0, ,BUY,50.34206925586779
29,2019-08-12,580000.0,2668,562016.0,15316.0, ,SELL,53.960084298200684
30,2019-08-26,585000.0,2106,587106.0,0.0, ,BUY,28.562362704417865
31,2019-09-02,590000.0,2714,587106.0,180.0, ,SELL,65.74195236848992
32,2019-09-04,620000.0,2232,622232.0,0.0, ,BUY,68.50582803668661
33,2019-09-05,620000.0,2852,622232.0,-5084.0, ,SELL,68.50582803668661
34,2019-09-17,585000.0,2106,587106.0,0.0, ,BUY,61.13645511874413
35,2019-10-09,560000.0,2576,587106.0,-29682.0,SELL, ,88.82779188704303
36,2019-10-10,560000.0,2016,562016.0,0.0, ,BUY,88.82779188704303
37,2019-10-11,560000.0,2576,562016.0,-4592.0,SELL, ,88.82779188704303
38,2019-10-14,562500.0,2025,564525.0,0.0, ,BUY,89.00077992384273
39,2019-10-15,562500.0,2587,564525.0,-4612.0,SELL, ,89.00077992384273
40,2019-10-16,562500.0,2025,564525.0,0.0, ,BUY,89.00077992384273
41,2019-10-17,562500.0,2587,564525.0,-4612.0,SELL, ,89.00077992384273
42,2019-10-18,562500.0,2025,564525.0,0.0,BUY, ,12.340036563071294
43,2019-10-22,562500.0,2587,564525.0,-4612.0,SELL, ,100.0
44,2019-10-23,562500.0,2025,564525.0,0.0, ,BUY,100.0
45,2019-10-28,570000.0,2622,564525.0,2853.0, ,SELL,68.24798766912143
46,2019-10-29,560000.0,2016,562016.0,0.0, ,BUY,37.84784879855638
47,2019-10-31,600000.0,2760,562016.0,35224.0,SELL, ,82.21545820197848
48,2019-11-01,575000.0,2070,577070.0,0.0, ,BUY,77.48146595761402
49,2019-11-04,575000.0,2645,577070.0,-4715.0, ,SELL,77.88127524895144
50,2019-11-19,575000.0,2070,577070.0,0.0, ,BUY,84.47681103871216
51,2019-11-29,600000.0,2760,577070.0,20170.0, ,SELL,28.37642524490124
52,2019-12-05,575000.0,2070,577070.0,0.0, ,BUY,36.891751984355224
53,2019-12-09,590000.0,2714,577070.0,10216.0, ,SELL,44.92120096629472
54,2019-12-12,575000.0,2070,577070.0,0.0, ,BUY,57.28795438346401
55,2019-12-13,675000.0,3105,577070.0,94825.0,SELL, ,83.9386223532565
