,Date,Close Price,Fee,Purchased Price,Capital Gain,BB,SO,BB_MAVG_20
0,2019-01-28,955500.0,3439,958939.0,0.0,BUY, ,9625.5
1,2019-01-31,1000000.0,4600,958939.0,36461.0,SELL, ,9699.25
2,2019-02-04,978000.0,3520,981520.0,0.0,BUY, ,9724.25
3,2019-02-05,978000.0,4498,981520.0,-8018.0,SELL, ,9739.75
4,2019-02-08,996500.0,3587,1000087.0,0.0,BUY, ,9806.25
5,2019-02-20,1000500.0,4602,1000087.0,-4189.0,SELL, ,9826.5
6,2019-02-21,990500.0,3565,994065.0,0.0,BUY, ,9831.0
7,2019-02-26,999500.0,4597,994065.0,838.0, ,SELL,9869.75
8,2019-02-27,980000.0,3528,983528.0,0.0,BUY, ,9869.0
9,2019-03-14,993000.0,4567,983528.0,4905.0,SELL, ,9810.0
10,2019-03-15,996000.0,3585,999585.0,0.0,BUY, ,9828.0
11,2019-03-18,990000.0,4554,999585.0,-14139.0,SELL, ,9828.75
12,2019-03-20,990000.0,3564,993564.0,0.0,BUY, ,9822.75
13,2019-03-22,983000.0,4521,993564.0,-15085.0,SELL, ,9814.75
14,2019-03-25,970000.0,3492,973492.0,0.0,BUY, ,9811.5
15,2019-04-02,987500.0,4542,973492.0,9466.0,SELL, ,9808.75
16,2019-04-04,979500.0,3526,983026.0,0.0,BUY, ,9814.25
17,2019-04-16,988000.0,4544,983026.0,430.0, ,SELL,9797.0
18,2019-04-22,965500.0,3475,968975.0,0.0,BUY, ,9799.5
19,2019-05-30,870000.0,4002,968975.0,-102977.0,SELL, ,8644.5
20,2019-05-31,890000.0,3204,893204.0,0.0,BUY, ,8643.0
21,2019-06-03,890000.0,4094,893204.0,-7298.0,SELL, ,8634.75
22,2019-06-26,896500.0,3227,899727.0,0.0,BUY, ,8965.75
23,2019-06-28,900000.0,4140,899727.0,-3867.0,SELL, ,8984.25
24,2019-07-01,900000.0,3240,903240.0,0.0,BUY, ,8989.25
25,2019-07-18,915000.0,4209,903240.0,7551.0, ,SELL,8988.75
26,2019-07-25,899000.0,3236,902236.0,0.0,BUY, ,9010.0
27,2019-08-01,911000.0,4190,902236.0,4574.0, ,SELL,8962.5
28,2019-08-02,900000.0,3240,903240.0,0.0,BUY, ,8963.0
29,2019-08-09,896500.0,4123,903240.0,-10863.0,SELL, ,8941.5
30,2019-08-12,899500.0,3238,902738.0,0.0,BUY, ,8946.75
31,2019-08-20,903500.0,4156,902738.0,-3394.0,SELL, ,8915.25
32,2019-08-26,917500.0,3303,920803.0,0.0,BUY, ,8950.25
33,2019-08-27,945500.0,4349,920803.0,20348.0,SELL, ,8992.5
34,2019-09-11,932500.0,3357,935857.0,0.0,BUY, ,9331.25
35,2019-12-02,857000.0,3942,935857.0,-82799.0, ,SELL,8503.25
36,2019-12-03,853500.0,3072,856572.0,0.0,BUY, ,8491.5
37,2019-12-26,849000.0,3905,856572.0,-11477.0, ,SELL,8345.25
