,Date,Close Price,Fee,Purchased Price,Capital Gain,BB,CCI,BB_MAVG_20
0,2019-02-12,25200.0,90,25290.0,0.0,BUY, ,260.5
1,2019-02-21,26200.0,120,25290.0,790.0, ,SELL,259.7
2,2019-02-25,24000.0,86,24086.0,0.0,BUY, ,258.4
3,2019-02-27,26400.0,121,24086.0,2193.0, ,SELL,259.3
4,2019-02-28,25400.0,91,25491.0,0.0,BUY, ,258.9
5,2019-03-19,24800.0,114,25491.0,-805.0, ,SELL,249.2
6,2019-03-20,24200.0,87,24287.0,0.0,BUY, ,248.5
7,2019-03-27,24800.0,114,24287.0,399.0, ,SELL,244.8
8,2019-03-29,24000.0,86,24086.0,0.0,BUY, ,244.0
9,2019-04-01,25800.0,118,24086.0,1596.0, ,SELL,244.4
10,2019-04-12,27600.0,99,27699.0,0.0,BUY, ,262.4
11,2019-04-15,28000.0,128,27699.0,173.0,SELL, ,263.9
12,2019-04-29,29000.0,104,29104.0,0.0,BUY, ,289.6
13,2019-04-30,29600.0,136,29104.0,360.0, ,SELL,290.4
14,2019-05-02,29600.0,106,29706.0,0.0,BUY, ,291.9
15,2019-06-06,24400.0,112,29706.0,-5418.0,SELL, ,243.8
16,2019-07-17,32200.0,115,32315.0,0.0,BUY, ,310.9
17,2019-07-18,32400.0,149,32315.0,-64.0,SELL, ,312.9
18,2019-07-22,30600.0,110,30710.0,0.0,BUY, ,315.4
19,2019-07-25,32600.0,149,30710.0,1741.0, ,SELL,317.0
20,2019-07-26,32400.0,116,32516.0,0.0,BUY, ,317.9
21,2019-07-29,32000.0,147,32516.0,-663.0, ,SELL,318.9
22,2019-07-30,32400.0,116,32516.0,0.0,BUY, ,319.8
23,2019-08-16,31400.0,144,32516.0,-1260.0, ,SELL,306.1
24,2019-08-21,30800.0,110,30910.0,0.0,BUY, ,307.2
25,2019-08-22,31800.0,146,30910.0,744.0, ,SELL,306.8
26,2019-08-26,30200.0,108,30308.0,0.0,BUY, ,305.5
27,2019-08-27,31000.0,142,30308.0,550.0, ,SELL,304.8
28,2019-08-28,31000.0,111,31111.0,0.0,BUY, ,304.4
29,2019-08-29,31000.0,142,31111.0,-253.0,SELL, ,304.3
30,2019-09-02,30800.0,110,30910.0,0.0,BUY, ,305.4
31,2019-10-18,26800.0,123,30910.0,-4233.0, ,SELL,257.1
32,2019-10-28,25600.0,92,25692.0,0.0,BUY, ,255.9
33,2019-10-29,25800.0,118,25692.0,-10.0, ,SELL,256.1
34,2019-10-31,25400.0,91,25491.0,0.0,BUY, ,257.4
35,2019-12-10,21200.0,97,25491.0,-4388.0, ,SELL,207.75
36,2019-12-11,20800.0,74,20874.0,0.0,BUY, ,206.35
37,2019-12-12,20800.0,95,20874.0,-169.0, ,SELL,205.25
38,2019-12-13,21200.0,76,21276.0,0.0,BUY, ,204.45
39,2019-12-16,21200.0,97,21276.0,-173.0,SELL, ,203.95
