,Date,Close Price,Fee,Purchased Price,Capital Gain,BB,BB_MAVG_20,BB_atas_20,BB_bawah_20
0,2019-02-14,48000.0,172,48172.0,0.0,BUY,459.9,509.57856680702446,410.2214331929755
1,2019-02-15,48000.0,220,48172.0,-392.0,SELL,463.2,508.8490963765987,417.55090362340127
2,2019-02-22,47800.0,172,47972.0,0.0,BUY,476.4,492.3298462013918,460.4701537986082
3,2019-03-04,48200.0,221,47972.0,7.0,SELL,479.4,490.5785508899856,468.22144911001436
4,2019-03-05,48200.0,173,48373.0,0.0,BUY,480.0,490.3537432844358,469.6462567155642
5,2019-03-07,48400.0,222,48373.0,-195.0,SELL,481.2,490.1799777282575,472.2200222717425
6,2019-03-13,47600.0,171,47771.0,0.0,BUY,483.65,501.39570370540434,465.9042962945956
7,2019-03-15,49400.0,227,47771.0,1402.0,SELL,485.05,503.6131355110068,466.4868644889932
8,2019-03-25,49400.0,177,49577.0,0.0,BUY,488.85,507.45403182108663,470.2459681789134
9,2019-03-26,49200.0,226,49577.0,-603.0,SELL,489.75,507.0921451960247,472.4078548039753
10,2019-04-09,50000.0,180,50180.0,0.0,BUY,498.8,516.1505043154374,481.4494956845626
11,2019-04-10,51000.0,234,50180.0,586.0,SELL,500.5,515.0120639469379,485.9879360530621
12,2019-04-11,50000.0,180,50180.0,0.0,BUY,500.8,515.007040508143,486.5929594918571
13,2019-04-16,51000.0,234,50180.0,586.0,SELL,503.55,518.1030065622201,488.99699343777996
14,2019-04-18,50500.0,181,50681.0,0.0,BUY,504.8,518.269966592387,491.330033407613
15,2019-05-01,51000.0,234,50681.0,85.0,SELL,507.7,522.8670695917184,492.5329304082816
16,2019-05-07,51000.0,183,51183.0,0.0,BUY,510.2,526.3567323428977,494.0432676571023
17,2019-05-28,51000.0,234,51183.0,-417.0,SELL,506.95,521.9763102590099,491.92368974099
18,2019-05-29,51000.0,183,51183.0,0.0,BUY,506.95,521.9763102590099,491.92368974099
19,2019-05-30,51000.0,234,51183.0,-417.0,SELL,506.2,518.8585939187583,493.5414060812417
20,2019-05-31,50500.0,181,50681.0,0.0,BUY,505.7,517.701666550943,493.69833344905703
21,2019-06-04,50500.0,232,50681.0,-413.0,SELL,504.95,515.9495454451546,493.9504545548454
22,2019-06-10,50500.0,181,50681.0,0.0,BUY,504.45,514.9280723418012,493.97192765819875
23,2019-06-14,51000.0,234,50681.0,85.0,SELL,506.45,517.0608435102977,495.83915648970236
24,2019-06-18,52000.0,187,52187.0,0.0,BUY,508.3,519.5977873940003,497.0022126059998
25,2019-06-20,52500.0,241,52187.0,72.0,SELL,508.8,521.9696621065247,495.6303378934753
26,2019-06-24,52000.0,187,52187.0,0.0,BUY,511.25,524.6197419571224,497.88025804287764
27,2019-06-25,52000.0,239,52187.0,-426.0,SELL,511.5,525.3202749610866,497.6797250389133
28,2019-06-27,51000.0,183,51183.0,0.0,BUY,512.25,527.2416643505663,497.25833564943366
29,2019-07-26,53500.0,246,51183.0,2071.0,SELL,509.2,529.335540717846,489.0644592821539
30,2019-08-05,54000.0,194,54194.0,0.0,BUY,521.5,557.1510869399525,485.84891306004744
31,2019-08-07,55000.0,253,54194.0,553.0,SELL,524.5,562.5657326213493,486.43426737865065
32,2019-08-13,53500.0,192,53692.0,0.0,BUY,531.5,569.4605057922056,493.5394942077944
33,2019-08-14,55000.0,253,53692.0,1055.0,SELL,533.5,570.9299345444268,496.0700654555732
34,2019-08-15,53500.0,192,53692.0,0.0,BUY,534.75,570.5934094360466,498.90659056395333
35,2019-10-16,51500.0,236,53692.0,-2428.0,SELL,509.8,523.8513344562018,495.7486655437982
36,2019-10-17,52000.0,187,52187.0,0.0,BUY,510.05,524.6304663848605,495.4695336151396
37,2019-10-25,52000.0,239,52187.0,-426.0,SELL,512.65,526.9925939076601,498.3074060923399
38,2019-10-28,51500.0,185,51685.0,0.0,BUY,512.9,527.2234074158368,498.57659258416317
