,Date,Close Price,Fee,Purchased Price,Capital Gain,MFII,MFII_14
0,2019-05-14,52500.0,189,52689.0,0.0,BUY,19.492082924369683
1,2019-06-13,54500.0,250,52689.0,1561.0,SELL,88.33013644239237
2,2019-08-02,46000.0,165,46165.0,0.0,BUY,19.961584837680732
3,2019-09-09,37800.0,173,46165.0,-8538.0,SELL,81.23869864733001
4,2019-11-26,27200.0,97,27297.0,0.0,BUY,19.72411276868084
5,2019-12-18,30400.0,139,27297.0,2964.0,SELL,84.4776642084909
