,Date,Close Price,Fee,Purchased Price,Capital Gain,CCI,SO,CCI_20
0,2019-01-28,378000.0,1360,379360.0,0.0,BUY, ,-39.62879357913207
1,2019-01-31,390000.0,1794,379360.0,8846.0,SELL, ,22.784435567391494
2,2019-02-01,387000.0,1393,388393.0,0.0,BUY, ,-2.460024600246001
3,2019-02-11,393000.0,1807,388393.0,2800.0,SELL, ,19.124891335844644
4,2019-02-12,382000.0,1375,383375.0,0.0,BUY, ,-53.35595776772229
5,2019-02-18,390000.0,1794,383375.0,4831.0,SELL, ,47.61904761904787
6,2019-02-22,384000.0,1382,385382.0,0.0,BUY, ,-2.764976958525347
7,2019-02-25,391000.0,1798,385382.0,3820.0,SELL, ,81.4367549156217
8,2019-03-05,387000.0,1393,388393.0,0.0,BUY, ,-6.361962163066823
9,2019-03-26,382000.0,1757,388393.0,-8150.0, ,SELL,-1.3201320132015513
10,2019-04-12,383000.0,1378,384378.0,0.0,BUY, ,-38.67569601203926
11,2019-05-07,390000.0,1794,384378.0,3828.0,SELL, ,80.19273791085894
12,2019-05-09,380000.0,1368,381368.0,0.0,BUY, ,-15.587529976019159
13,2019-05-27,382000.0,1757,381368.0,-1125.0,SELL, ,43.89815627743634
14,2019-05-28,369000.0,1328,370328.0,0.0,BUY, ,-0.24084778420049482
15,2019-05-29,378000.0,1738,370328.0,5934.0,SELL, ,33.98028901384582
16,2019-07-24,419000.0,1508,420508.0,0.0,BUY, ,-64.71306471306417
17,2019-07-30,427000.0,1964,420508.0,4528.0,SELL, ,78.45303867403295
18,2019-08-05,408000.0,1468,409468.0,0.0, ,BUY,-212.38938053097326
19,2019-08-08,426000.0,1959,409468.0,14573.0,SELL, ,63.06306306306251
20,2019-09-04,429000.0,1544,430544.0,0.0,BUY, ,-40.29304029304064
21,2019-09-26,436000.0,2005,430544.0,3451.0,SELL, ,44.83925549915493
22,2019-10-02,420000.0,1512,421512.0,0.0,BUY, ,-49.15058551871949
23,2019-10-21,420000.0,1932,421512.0,-3444.0,SELL, ,19.14191419141796
24,2019-10-31,411000.0,1479,412479.0,0.0,BUY, ,-66.08416189615316
25,2019-12-05,406000.0,1867,412479.0,-8346.0,SELL, ,35.97290352721324
26,2019-12-12,395000.0,1422,396422.0,0.0,BUY, ,-7.407407407407237
27,2019-12-13,399000.0,1835,396422.0,743.0,SELL, ,4.515115822535942
28,2019-12-16,397000.0,1429,398429.0,0.0,BUY, ,-1.40435349583691
29,2019-12-18,399000.0,1835,398429.0,-1264.0,SELL, ,1.2853470437017942
30,2019-12-19,390000.0,1404,391404.0,0.0,BUY, ,-59.76863753213359
31,2019-12-20,402000.0,1849,391404.0,8747.0,SELL, ,12.734584450402135
32,2019-12-30,397000.0,1429,398429.0,0.0,BUY, ,-1.2894906511933657
