,Date,Close Price,Fee,Purchased Price,Capital Gain,BB,CCI,BB_MAVG_20
0,2019-02-07,1052500.0,3789,1056289.0,0.0,BUY, ,10467.5
1,2019-02-08,1060000.0,4876,1056289.0,-1165.0, ,SELL,10490.0
2,2019-02-11,1050000.0,3780,1053780.0,0.0,BUY, ,10515.0
3,2019-03-14,1037500.0,4772,1053780.0,-21052.0, ,SELL,10352.5
4,2019-03-18,1037500.0,3735,1041235.0,0.0,BUY, ,10343.75
5,2019-03-19,1030000.0,4738,1041235.0,-15973.0, ,SELL,10335.0
6,2019-03-20,1037500.0,3735,1041235.0,0.0,BUY, ,10328.75
7,2019-03-21,1037500.0,4772,1041235.0,-8507.0, ,SELL,10323.75
8,2019-03-22,1032500.0,3717,1036217.0,0.0,BUY, ,10320.0
9,2019-04-23,920000.0,4232,1036217.0,-120449.0, ,SELL,9121.25
10,2019-04-25,907500.0,3267,910767.0,0.0,BUY, ,9113.75
11,2019-04-26,917500.0,4220,910767.0,2513.0, ,SELL,9106.25
12,2019-05-14,965000.0,3474,968474.0,0.0,BUY, ,9440.0
13,2019-05-15,952500.0,4381,968474.0,-20355.0,SELL, ,9462.5
14,2019-05-16,950000.0,3420,953420.0,0.0,BUY, ,9482.5
15,2019-05-21,962500.0,4427,953420.0,4653.0, ,SELL,9531.25
16,2019-05-22,950000.0,3420,953420.0,0.0,BUY, ,9546.25
17,2019-05-23,972500.0,4473,953420.0,14607.0, ,SELL,9578.75
18,2019-05-24,970000.0,3492,973492.0,0.0,BUY, ,9605.0
19,2019-05-27,977500.0,4496,973492.0,-488.0,SELL, ,9628.75
20,2019-05-28,972500.0,3501,976001.0,0.0,BUY, ,9628.75
21,2019-05-29,972500.0,4473,976001.0,-7974.0, ,SELL,9628.75
22,2019-06-25,1000000.0,3600,1003600.0,0.0,BUY, ,9912.5
23,2019-06-26,1005000.0,4623,1003600.0,-3223.0, ,SELL,9928.75
24,2019-07-02,1012500.0,3645,1016145.0,0.0,BUY, ,10003.75
25,2019-07-03,1012500.0,4657,1016145.0,-8302.0, ,SELL,10020.0
26,2019-07-05,1010000.0,3636,1013636.0,0.0,BUY, ,10050.0
27,2019-07-10,1012500.0,4657,1013636.0,-5793.0, ,SELL,10075.0
28,2019-07-11,1025000.0,3690,1028690.0,0.0,BUY, ,10080.0
29,2019-07-12,1027500.0,4726,1028690.0,-5916.0,SELL, ,10093.75
30,2019-07-26,1057500.0,3807,1061307.0,0.0,BUY, ,10378.75
