,Date,Close Price,Fee,Purchased Price,Capital Gain,BB,CCI,BB_MAVG_20
31,2019-07-29,1055000.0,4853,1061307.0,-11160.0, ,SELL,10400.0
32,2019-07-30,1062500.0,3825,1066325.0,0.0,BUY, ,10425.0
33,2019-07-31,1070000.0,4922,1066325.0,-1247.0,SELL, ,10453.75
34,2019-08-16,1162500.0,4185,1166685.0,0.0,BUY, ,10950.0
35,2019-08-19,1152500.0,5301,1166685.0,-19486.0,SELL, ,10993.75
36,2019-08-26,1175000.0,4230,1179230.0,0.0,BUY, ,11290.0
37,2019-08-27,1175000.0,5405,1179230.0,-9635.0,SELL, ,11346.25
38,2019-09-05,1200000.0,4320,1204320.0,0.0,BUY, ,11723.75
39,2019-09-06,1190000.0,5474,1204320.0,-19794.0,SELL, ,11753.75
40,2019-09-11,1195000.0,4302,1199302.0,0.0,BUY, ,11851.25
41,2019-09-12,1192500.0,5485,1199302.0,-12287.0, ,SELL,11872.5
42,2019-09-13,1160000.0,4176,1164176.0,0.0,BUY, ,11871.25
43,2019-09-17,1195000.0,5497,1164176.0,25327.0, ,SELL,11888.75
44,2019-09-18,1187500.0,4275,1191775.0,0.0,BUY, ,11892.5
45,2019-09-19,1190000.0,5474,1191775.0,-7249.0, ,SELL,11896.25
46,2019-09-20,1195000.0,4302,1199302.0,0.0,BUY, ,11905.0
47,2019-09-26,1200000.0,5520,1199302.0,-4822.0, ,SELL,11912.5
48,2019-09-27,1195000.0,4302,1199302.0,0.0,BUY, ,11907.5
49,2019-09-30,1202500.0,5531,1199302.0,-2333.0, ,SELL,11910.0
50,2019-10-01,1192500.0,4293,1196793.0,0.0,BUY, ,11906.25
51,2019-10-02,1220000.0,5612,1196793.0,17595.0,SELL, ,11916.25
52,2019-10-03,1220000.0,4392,1224392.0,0.0,BUY, ,11926.25
53,2019-10-04,1222500.0,5623,1224392.0,-7515.0,SELL, ,11942.5
54,2019-10-09,1200000.0,4320,1204320.0,0.0,BUY, ,11985.0
55,2019-10-30,1167500.0,5370,1204320.0,-42190.0, ,SELL,11681.25
56,2019-10-31,1162500.0,4185,1166685.0,0.0,BUY, ,11652.5
57,2019-11-01,1162500.0,5347,1166685.0,-9532.0, ,SELL,11622.5
58,2019-11-04,1135000.0,4086,1139086.0,0.0,BUY, ,11576.25
59,2019-11-21,1140000.0,5244,1139086.0,-4330.0, ,SELL,11411.25
60,2019-11-22,1142500.0,4113,1146613.0,0.0,BUY, ,11411.25
61,2019-11-25,1140000.0,5244,1146613.0,-11857.0, ,SELL,11396.25
62,2019-11-26,1137500.0,4095,1141595.0,0.0,BUY, ,11385.0
63,2019-11-27,1137500.0,5232,1141595.0,-9327.0, ,SELL,11370.0
64,2019-11-28,1132500.0,4077,1136577.0,0.0,BUY, ,11355.0
65,2019-11-29,1132500.0,5209,1136577.0,-9286.0, ,SELL,11340.0
66,2019-12-04,1110000.0,3996,1113996.0,0.0,BUY, ,11346.25
67,2019-12-10,1137500.0,5232,1113996.0,18272.0, ,SELL,11373.75
68,2019-12-12,1137500.0,4095,1141595.0,0.0,BUY, ,11371.25
69,2019-12-13,1145000.0,5267,1141595.0,-1862.0, ,SELL,11373.75
70,2019-12-16,1135000.0,4086,1139086.0,0.0,BUY, ,11371.25
71,2019-12-17,1150000.0,5290,1139086.0,5624.0, ,SELL,11375.0
72,2019-12-18,1150000.0,4140,1154140.0,0.0,BUY, ,11378.75
73,2019-12-19,1142500.0,5255,1154140.0,-16895.0, ,SELL,11380.0
74,2019-12-20,1152500.0,4149,1156649.0,0.0,BUY, ,11385.0
75,2019-12-23,1140000.0,5244,1156649.0,-21893.0, ,SELL,11385.0
76,2019-12-26,1127500.0,4059,1131559.0,0.0,BUY, ,11380.0
