,Date,Close Price,Fee,Purchased Price,Capital Gain,MFII,BB,CCI,SO,MFII_14,BB_MAVG_20,BB_atas_20,BB_bawah_20,CCI_20,SO_14
0,2019-01-28,213000.0,766,213766.0,0.0, ,BUY,BUY,BUY,54.793342728667135,2187.0,2407.099977283052,1966.900022716948,-27.233400110326997,11.11111111111111
1,2019-02-15,234000.0,1076,213766.0,19158.0, , ,SELL, ,71.23791845253737,2166.5,2351.029130491638,1981.9708695083618,99.65310627562297,77.52808988764045
2,2019-03-08,235000.0,846,235846.0,0.0, ,BUY,BUY,BUY,47.77634634380992,2404.0,2789.0921967529334,2018.9078032470666,-17.023234414538752,10.81081081081081
3,2019-03-12,246000.0,1131,235846.0,9023.0, , ,SELL, ,30.607400935523913,2437.0,2764.4812971758847,2109.5187028241153,7.318295739348278,40.54054054054054
4,2019-04-05,264000.0,950,264950.0,0.0, ,BUY,BUY, ,61.82934501676481,2633.5,2791.522150346083,2475.477849653917,-3.7243947858469593,42.857142857142854
5,2019-04-11,267000.0,1228,264950.0,822.0, , ,SELL, ,50.73703566025912,2648.0,2750.293694820356,2545.706305179644,11.494252873562923,66.66666666666667
6,2019-05-02,278000.0,1000,279000.0,0.0, ,BUY, , ,49.43250105874518,2781.0,3025.0409801652177,2536.9590198347823,25.70412906754188,31.03448275862069
7,2019-05-06,285000.0,1311,279000.0,4689.0, , ,SELL, ,59.343942891121266,2804.0,3008.4896085379405,2599.5103914620595,8.672541614211534,61.76470588235294
8,2019-05-10,293000.0,1054,294054.0,0.0, ,BUY, , ,59.812542142595774,2865.0,3004.6424004376895,2725.3575995623105,63.87764282501113,67.44186046511628
9,2019-05-24,279000.0,1283,294054.0,-16337.0, , ,SELL, ,43.646548858619674,2787.5,3055.2218706045514,2519.7781293954486,3.9761431411530843,56.92307692307692
10,2019-05-28,279000.0,1004,280004.0,0.0, ,BUY, , ,30.818152434262274,2776.5,3031.9427528821284,2521.0572471178716,11.913853673437941,61.666666666666664
11,2019-05-29,290000.0,1334,280004.0,8662.0, ,SELL,SELL,SELL,39.11411163678937,2775.5,3028.8357456025506,2522.1642543974494,59.471823663963235,82.75862068965517
12,2019-06-13,286000.0,1029,287029.0,0.0, ,BUY, , ,42.812502716119695,2811.5,3025.1609463612854,2597.8390536387146,26.800670016750548,42.857142857142854
13,2019-06-14,286000.0,1315,287029.0,-2344.0, ,SELL,SELL, ,39.85589003795906,2827.5,3001.7268636003073,2653.2731363996927,44.21616793211264,42.857142857142854
14,2019-06-17,285000.0,1026,286026.0,0.0, ,BUY, , ,41.067281287635126,2837.5,2991.626571362631,2683.373428637369,19.169923692536603,26.08695652173913
