,Ticker Code,Initial Capital,Total Capital Gain,Capital Gain Percentage,Transaction Fee,Number Purchased,Number Sold,Indicator,Stock Layer,Fraction
32,TGKA,362299.0,73198.0,20,24802,7,7,MFII_14,LAYER_2,Fraksi_5
33,TGKA,310112.0,145123.0,46,44877,13,13,BB_MAVG_20,LAYER_2,Fraksi_5
34,TGKA,310112.0,76748.0,24,41252,12,12,CCI_20,LAYER_2,Fraksi_5
35,TGKA,362299.0,94321.0,26,21679,6,6,SO_14,LAYER_2,Fraksi_5
32,TGKA,362299.0,73198.0,20,24802,7,7,MFII_14,LAYER_2,Fraksi_5
33,TGKA,310112.0,145123.0,46,44877,13,13,BB_MAVG_20,LAYER_2,Fraksi_5
34,TGKA,310112.0,76748.0,24,41252,12,12,CCI_20,LAYER_2,Fraksi_5
35,TGKA,362299.0,94321.0,26,21679,6,6,SO_14,LAYER_2,Fraksi_5
216,TGKA,362299.0,66984.0,18,21016,6,6,MFII_14_AND_BB_MAVG_20,LAYER_2,Fraksi_5
217,TGKA,310112.0,98343.0,31,119657,34,34,MFII_14_OR_BB_MAVG_20,LAYER_2,Fraksi_5
218,TGKA,362299.0,68982.0,19,21018,6,6,MFII_14_AND_CCI_20,LAYER_2,Fraksi_5
219,TGKA,310112.0,38325.0,12,105675,30,30,MFII_14_OR_CCI_20,LAYER_2,Fraksi_5
220,TGKA,362299.0,13963.0,3,18037,5,5,MFII_14_AND_SO_14,LAYER_2,Fraksi_5
221,TGKA,310112.0,38325.0,12,105675,30,30,MFII_14_OR_CCI_20,LAYER_2,Fraksi_5
222,TGKA,310112.0,78038.0,25,37962,11,11,BB_MAVG_20_AND_CCI_20,LAYER_2,Fraksi_5
223,TGKA,310112.0,147113.0,47,44887,13,13,BB_MAVG_20_OR_CCI_20,LAYER_2,Fraksi_5
224,TGKA,362299.0,94342.0,26,17658,5,5,BB_MAVG_20_AND_SO_14,LAYER_2,Fraksi_5
225,TGKA,310112.0,129727.0,41,63273,18,18,BB_MAVG_20_OR_SO_14,LAYER_2,Fraksi_5
226,TGKA,362299.0,15924.0,4,14076,4,4,CCI_20_AND_SO_14,LAYER_2,Fraksi_5
227,TGKA,310112.0,130140.0,41,63860,18,18,CCI_20_OR_SO_14,LAYER_2,Fraksi_5
32,TGKA,362299.0,73198.0,20,24802,7,7,MFII_14,LAYER_2,Fraksi_5
33,TGKA,310112.0,145123.0,46,44877,13,13,BB_MAVG_20,LAYER_2,Fraksi_5
34,TGKA,310112.0,76748.0,24,41252,12,12,CCI_20,LAYER_2,Fraksi_5
35,TGKA,362299.0,94321.0,26,21679,6,6,SO_14,LAYER_2,Fraksi_5
