,Ticker Code,Initial Capital,Total Capital Gain,Capital Gain Percentage,Transaction Fee,Number Purchased,Number Sold,Indicator,Stock Layer,Fraction
112,BBTN,203730.0,10281.0,5,1719,1,1,MFII_14,LAYER_1,Fraksi_3
113,BBTN,265954.0,-16700.0,-6,19977,11,10,BB_MAVG_20,LAYER_1,Fraksi_3
114,BBTN,265954.0,-48935.0,-18,16201,9,8,CCI_20,LAYER_1,Fraksi_3
115,BBTN,265954.0,-27212.0,-10,11212,6,6,SO_14,LAYER_1,Fraksi_3
336,BBTN,203730.0,10281.0,5,1719,1,1,MFII_14_AND_BB_MAVG_20,LAYER_1,Fraksi_3
337,BBTN,265954.0,-16700.0,-6,19977,11,10,MFII_14_OR_BB_MAVG_20,LAYER_1,Fraksi_3
338,BBTN,203730.0,10281.0,5,1719,1,1,MFII_14_AND_CCI_20,LAYER_1,Fraksi_3
339,BBTN,265954.0,-48935.0,-18,16201,9,8,MFII_14_OR_CCI_20,LAYER_1,Fraksi_3
340,BBTN,203730.0,10281.0,5,1719,1,1,MFII_14_AND_SO_14,LAYER_1,Fraksi_3
341,BBTN,265954.0,-48935.0,-18,16201,9,8,MFII_14_OR_CCI_20,LAYER_1,Fraksi_3
342,BBTN,265954.0,-23078.0,-8,14344,8,7,BB_MAVG_20_AND_CCI_20,LAYER_1,Fraksi_3
343,BBTN,265954.0,-45088.0,-16,29354,16,15,BB_MAVG_20_OR_CCI_20,LAYER_1,Fraksi_3
344,BBTN,265954.0,-8798.0,-3,11298,6,6,BB_MAVG_20_AND_SO_14,LAYER_1,Fraksi_3
345,BBTN,265954.0,-22760.0,-8,21537,12,11,BB_MAVG_20_OR_SO_14,LAYER_1,Fraksi_3
346,BBTN,265954.0,-17756.0,-6,11256,6,6,CCI_20_AND_SO_14,LAYER_1,Fraksi_3
347,BBTN,265954.0,-52009.0,-19,17775,10,9,CCI_20_OR_SO_14,LAYER_1,Fraksi_3
448,BBTN,203730.0,10281.0,5,1719,1,1,MFII_14_AND_BB_MAVG_20_AND_CCI_20,LAYER_1,Fraksi_3
449,BBTN,265954.0,-45088.0,-16,29354,16,15,MFII_14_OR_BB_MAVG_20_OR_CCI_20,LAYER_1,Fraksi_3
450,BBTN,265954.0,-48935.0,-18,16201,9,8,MFII_14_AND_BB_MAVG_20_OR_CCI_20,LAYER_1,Fraksi_3
451,BBTN,265954.0,-23078.0,-8,14344,8,7,MFII_14_OR_BB_MAVG_20_AND_CCI_20,LAYER_1,Fraksi_3
452,BBTN,203730.0,10281.0,5,1719,1,1,MFII_14_AND_BB_MAVG_20_AND_SO_14,LAYER_1,Fraksi_3
453,BBTN,265954.0,-22760.0,-8,21537,12,11,MFII_14_OR_BB_MAVG_20_OR_SO_14,LAYER_1,Fraksi_3
454,BBTN,265954.0,-27212.0,-10,11212,6,6,MFII_14_AND_BB_MAVG_20_OR_SO_14,LAYER_1,Fraksi_3
455,BBTN,265954.0,-8798.0,-3,11298,6,6,MFII_14_OR_BB_MAVG_20_AND_SO_14,LAYER_1,Fraksi_3
456,BBTN,203730.0,10281.0,5,1719,1,1,MFII_14_AND_CCI_20_AND_SO_14,LAYER_1,Fraksi_3
457,BBTN,265954.0,-52009.0,-19,17775,10,9,MFII_14_OR_CCI_20_OR_SO_14,LAYER_1,Fraksi_3
458,BBTN,265954.0,-27212.0,-10,11212,6,6,MFII_14_AND_CCI_20_OR_SO_14,LAYER_1,Fraksi_3
459,BBTN,265954.0,-17756.0,-6,11256,6,6,MFII_14_OR_CCI_20_AND_SO_14,LAYER_1,Fraksi_3
460,BBTN,265954.0,-8798.0,-3,11298,6,6,BB_MAVG_20_AND_CCI_20_AND_SO_14,LAYER_1,Fraksi_3
461,BBTN,265954.0,-48162.0,-18,30928,17,16,BB_MAVG_20_OR_CCI_20_OR_SO_14,LAYER_1,Fraksi_3
462,BBTN,265954.0,-29138.0,-10,15904,9,8,BB_MAVG_20_AND_CCI_20_OR_SO_14,LAYER_1,Fraksi_3
463,BBTN,265954.0,-19686.0,-7,19963,11,10,BB_MAVG_20_OR_CCI_20_AND_SO_14,LAYER_1,Fraksi_3
168,BBTN,203730.0,10281.0,5,1719,1,1,MFII_14_AND_BB_MAVG_20_AND_CCI_20_AND_SO_14,LAYER_1,Fraksi_3
169,BBTN,265954.0,-48162.0,-18,30928,17,16,MFII_14_OR_BB_MAVG_20_OR_CCI_20_OR_SO_14,LAYER_1,Fraksi_3
170,BBTN,265954.0,-27212.0,-10,11212,6,6,MFII_14_AND_BB_MAVG_20_AND_CCI_20_OR_SO_14,LAYER_1,Fraksi_3
171,BBTN,265954.0,-19686.0,-7,19963,11,10,MFII_14_OR_BB_MAVG_20_OR_CCI_20_AND_SO_14,LAYER_1,Fraksi_3
172,BBTN,265954.0,-8798.0,-3,11298,6,6,MFII_14_OR_BB_MAVG_20_AND_CCI_20_AND_SO_14,LAYER_1,Fraksi_3
173,BBTN,265954.0,-52009.0,-19,17775,10,9,MFII_14_AND_BB_MAVG_20_OR_CCI_20_OR_SO_14,LAYER_1,Fraksi_3
